0.0	-0.6740409999999999	0.821	0.821	0.0	1.042	0.26	0.0	1.215	0.26	0.013198333455999987	1.4849999999999999	0.154	0.0	1.374	0.585	0.0	3.1229999999999998	0.591	0.0	1.178	0.216	0.0	3.167	0.201	0.0	3.061	0.201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.724201	0.851	0.851	0.05202778521599999	0.992	0.528	0.0	1.1349999999999998	0.563	0.0	2.662	0.415	0.0	2.187	0.415	0.0	1.264	0.612	0.0	1.619	0.303	0.0	1.328	0.303	0.0	2.8019999999999996	0.125	0.0	2.646	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.6674889999999999	0.817	0.817	0.0	1.1300000000000001	0.124	0.0	1.018	0.124	0.044084461369	1.254	0.521	0.0	0.8290000000000001	0.279	0.0	2.484	0.191	0.0	0.7	0.175	0.0	3.053	0.2	0.0	3.048	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.762129	0.873	0.873	0.0	1.7149999999999999	0.497	0.0	1.4979999999999998	0.001	0.03401700696899999	1.41	0.297	0.0	1.115	0.47	0.0	2.9410000000000003	0.564	0.0	1.07	0.069	0.0	3.145	0.226	0.0	3.083	0.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.7395999999999999	0.86	0.86	0.0	1.456	0.282	0.0	1.4289999999999998	0.282	0.013056261695999997	0.942	0.621	0.0	1.16	0.415	0.0	2.9080000000000004	0.601	0.0	2.547	0.601	0.0	1.1159999999999999	0.094	-1.5156170588160012e-06	1.057	0.229	-1.5156170588160012e-06	1.107	0.229	0.0	1.113	0.229	0.0	3.245	0.4	0.0	3.243	0.4
0.0	-0.719104	0.848	0.848	0.0016373352959999992	0.653	0.144	0.0	1.349	0.632	0.0	2.862	0.337	0.0	0.746	0.159	-3.2775481599999997e-10	1.1789999999999998	0.124	-3.2775481599999997e-10	1.121	0.124	0.0	1.863	0.124	0.0	2.417	0.116	0.0	2.407	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.8082010000000001	0.899	0.899	0.0	2.805	0.905	0.0	1.8199999999999998	0.822	0.0	2.6740000000000004	0.446	0.0	1.3	0.027	0.0	0.927	0.063	0.008427240000000004	1.556	0.15	0.0	3.047	0.207	0.0	2.888	0.207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.811801	0.901	0.901	0.0	1.724	0.372	0.0	1.7	0.372	9.940090000000008e-07	1.8079999999999998	0.81	0.0	1.034	0.411	0.0	2.776	0.508	0.0	2.313	0.508	0.0	1.362	0.156	-0.00032949691920249995	0.962	0.015	0.0	1.6560000000000001	0.178	0.0	1.732	0.178	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.815409	0.903	0.903	0.0	2.4090000000000003	0.693	0.0	2.2640000000000002	0.213	6.502499999999992e-06	0.854	0.85	0.0	0.9410000000000001	0.129	0.0	2.5210000000000004	0.296	0.0	1.2610000000000001	0.054	0.0	3.0789999999999997	0.228	0.0	3.0069999999999997	0.228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.7921	0.89	0.89	0.0	1.9580000000000002	0.474	0.0	1.8660000000000003	0.406	0.033871089681	1.2730000000000001	0.363	0.0	1.103	0.316	0.0	2.5380000000000003	0.376	0.0	2.0170000000000003	0.376	0.0	0.435	0.019	0.0	2.875	0.823	0.0	2.961	0.823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.698896	0.836	0.836	0.0	1.2269999999999999	0.068	0.0	1.2690000000000001	0.068	5.461210000000002e-07	0.741	0.739	0.0	1.067	0.476	0.0	3.0069999999999997	0.646	0.0	1.458	0.134	-6.5348230688999995e-06	0.833	0.094	-6.534823068900011e-06	0.564	0.02	0.0	1.563	0.071	0.0	1.597	0.071	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.777924	0.882	0.882	0.0	0.732	0.034	0.0	1.714	0.445	0.0	1.725	0.032	0.036450446399999996	1.472	0.296	0.0	2.895	0.642	0.0	1.126	0.012	0.0	1.937	0.019	0.0	2.021	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.815409	0.903	0.903	0.0	2.476	0.705	0.0	2.38	0.2	0.038347430624999984	1.205	0.525	0.0	1.041	0.338	0.0	1.8650000000000002	0.54	0.0	1.406	0.54	0.0	1.238	0.057	0.0	2.9480000000000004	0.204	0.0	2.864	0.204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.788544	0.888	0.888	0.0	0.755	0.014	0.0	0.748	0.027	0.0	1.039	0.027	0.025442483049000014	1.039	0.479	0.0	3.513	0.855	0.0	3.4389999999999996	0.855	0.0	1.303	0.016	0.0	2.9449999999999994	0.142	0.0	2.856	0.142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.7464959999999999	0.864	0.864	0.0	2.045	0.495	0.0	2.055	0.12	0.014430015625	1.5950000000000002	0.155	0.0	1.2650000000000001	0.583	0.0	2.853	0.425	0.0	2.332	0.425	0.0	0.784	0.019	0.0	2.8360000000000003	0.202	0.0	2.771	0.202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.786769	0.887	0.887	0.0	2.854	0.885	0.0	2.832	0.001	0.028438100495999995	1.121	0.564	0.0	0.742	0.04	0.0	2.7489999999999997	0.457	0.0	1.153	0.052	0.0	2.616	0.062	0.0	2.625	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.776161	0.881	0.881	0.0	2.217	0.681	0.0	2.191	0.109	0.0	1.829	0.835	0.0	2.11	0.036	0.0	1.208	0.131	0.0	3.2059999999999995	0.224	0.0	3.175	0.224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.7569	0.87	0.87	0.0	1.7650000000000001	0.381	0.0	1.703	0.021	0.007086272399999998	0.9079999999999999	0.69	0.0	0.875	0.06	0.0	2.605	0.537	0.0	1.31	0.268	0.0	2.0240000000000005	0.033	0.0	1.975	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.788544	0.888	0.888	0.011251693475999995	0.931	0.639	0.0	1.374	0.652	0.0	2.952	0.46	0.0	1.448	0.068	0.0	2.508	0.182	0.0	2.469	0.182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.692224	0.832	0.832	0.0	1.5499999999999998	0.076	0.041187890704	1.256	0.452	0.0	0.8049999999999999	0.076	0.0	1.373	0.621	0.0	2.518	0.282	0.0	1.8929999999999998	0.282	0.0	1.4809999999999999	0.014	-1.0012964199040032e-06	1.347	0.274	-1.0012964199040015e-06	1.397	0.274	0.0	1.4989999999999999	0.274	0.0	1.667	0.102	0.0	1.636	0.102
0.0	-0.777924	0.882	0.882	0.018445442596000002	1.525	0.178	0.0	0.9450000000000001	0.463	0.0	2.9909999999999997	0.61	0.0	2.614	0.61	0.0	1.195	0.053	0.0	2.363	0.762	0.0	2.642	0.117	0.0	2.6329999999999996	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
