1	5	23	24
0.821	1.374	0.0	0.0
0.851	1.135	0.0	0.0
0.817	0.829	0.0	0.0
0.873	1.115	0.0	0.0
0.86	1.16	0.0	0.0
0.848	1.349	0.0	0.0
0.899	0.0	0.0	0.0
0.901	1.034	0.0	0.0
0.903	0.941	0.0	0.0
0.89	1.103	0.0	0.0
0.836	1.067	0.0	0.0
0.882	0.0	0.0	0.0
0.903	1.041	0.0	0.0
0.888	0.0	0.0	0.0
0.864	1.265	0.0	0.0
0.887	0.742	0.0	0.0
0.881	0.0	0.0	0.0
0.87	0.875	0.0	0.0
0.888	1.374	0.0	0.0
0.832	1.373	0.0	0.0
0.882	0.945	2.363	0.0
0.827	1.159	0.0	0.0
0.852	1.337	0.0	0.0
0.876	0.954	0.0	0.0
0.837	1.014	0.0	0.0
0.88	1.132	0.0	0.0
0.867	0.893	0.0	0.0
0.878	0.717	0.0	1.852
0.861	0.0	0.0	0.0
0.901	0.0	0.0	0.0
0.905	0.0	0.0	0.0
0.857	0.976	0.0	2.736
0.842	0.949	0.0	0.0
0.897	0.0	0.0	0.0
0.865	1.117	0.0	0.0
0.869	1.082	0.0	0.0
0.9	0.904	0.0	0.0
0.871	1.352	0.0	0.0
0.888	0.0	0.0	0.0
0.906	0.894	0.0	0.0
0.83	1.108	0.0	0.0
0.833	0.0	0.0	0.0
0.86	0.854	0.0	0.0
0.791	0.037	0.0	0.0
0.814	0.19	0.0	0.0
0.91	0.783	0.0	0.0
0.883	0.906	0.0	0.0
0.889	0.361	0.0	0.0
0.889	0.835	0.0	0.0
0.858	0.967	0.0	0.0
0.889	0.882	0.0	0.0
0.829	0.0	0.0	0.0
0.824	1.176	0.0	0.0
0.854	1.01	0.0	0.0
0.892	1.249	0.0	0.0
0.86	0.0	0.0	0.0
0.837	0.901	0.0	0.0
0.905	0.954	0.0	0.0
0.876	1.361	0.0	0.0
0.869	0.97	0.0	0.0
0.878	0.998	0.0	0.0
0.857	0.744	0.0	0.0
0.893	1.053	0.0	0.0
0.876	1.044	0.0	0.0
0.858	0.0	0.0	0.0
0.921	0.843	0.0	0.0
0.879	0.901	0.0	0.0
0.894	0.883	0.0	0.0
0.832	0.971	0.0	0.0
0.832	0.987	0.0	0.0
0.848	1.161	0.0	0.0
0.88	0.0	0.0	0.0
